año,entidad,mes,eventos
2002,jalisco,octubre,5411.0
2002,jalisco,septiembre,5583.0
2002,mexico,abril,12399.0
2002,mexico,agosto,12330.0
2002,mexico,diciembre,11484.0
2002,mexico,enero,12684.0
2002,mexico,febrero,11655.0
2002,mexico,julio,12265.0
2002,mexico,junio,12071.0
2002,mexico,marzo,12301.0
2002,mexico,mayo,12517.0
2002,mexico,noviembre,11440.0
2002,mexico,octubre,12881.0
2002,mexico,septiembre,12149.0
2002,michoacan,abril,1755.0
2002,michoacan,agosto,1587.0
2002,michoacan,diciembre,1598.0
2002,michoacan,enero,1647.0
2002,michoacan,febrero,1604.0
2002,michoacan,julio,1535.0
2002,michoacan,junio,1693.0
2002,michoacan,marzo,1697.0
2002,michoacan,mayo,1779.0
2002,michoacan,noviembre,1737.0
2002,michoacan,octubre,1718.0
2002,michoacan,septiembre,1717.0
2002,morelos,abril,1724.0
2002,morelos,agosto,1585.0
2002,morelos,diciembre,1333.0
2002,morelos,enero,1520.0
2002,morelos,febrero,1419.0
2002,morelos,julio,1414.0
2002,morelos,junio,1462.0
2002,morelos,marzo,1559.0
2002,morelos,mayo,1580.0
2002,morelos,noviembre,1305.0
2002,morelos,octubre,1561.0
2002,morelos,septiembre,1565.0
2002,nayarit,abril,385.0
2002,nayarit,agosto,284.0
2002,nayarit,diciembre,238.0
2002,nayarit,enero,630.0
2002,nayarit,febrero,640.0
2002,nayarit,julio,297.0
2002,nayarit,junio,310.0
2002,nayarit,marzo,561.0
2002,nayarit,mayo,315.0
2002,nayarit,noviembre,245.0
2002,nayarit,octubre,299.0
2002,nayarit,septiembre,297.0
2002,nuevo leon,abril,3939.0
2002,nuevo leon,agosto,4558.0
2002,nuevo leon,diciembre,3617.0
2002,nuevo leon,enero,3757.0
2002,nuevo leon,febrero,3599.0
2002,nuevo leon,julio,4251.0
2002,nuevo leon,junio,3820.0
2002,nuevo leon,marzo,3817.0
2002,nuevo leon,mayo,3948.0
2002,nuevo leon,noviembre,3601.0
2002,nuevo leon,octubre,4051.0
2002,nuevo leon,septiembre,3698.0
2002,oaxaca,abril,2158.0
2002,oaxaca,agosto,1431.0
2002,oaxaca,diciembre,1512.0
2002,oaxaca,enero,2104.0
2002,oaxaca,febrero,2025.0
2002,oaxaca,julio,1447.0
2002,oaxaca,junio,1305.0
2002,oaxaca,marzo,2094.0
2002,oaxaca,mayo,2168.0
2002,oaxaca,noviembre,1486.0
2002,oaxaca,octubre,1523.0
2002,oaxaca,septiembre,1329.0
2002,puebla,abril,3616.0
2002,puebla,agosto,3582.0
2002,puebla,diciembre,4109.0
2002,puebla,enero,3161.0
2002,puebla,febrero,3494.0
2002,puebla,julio,3306.0
2002,puebla,junio,3572.0
2002,puebla,marzo,3614.0
2002,puebla,mayo,3562.0
2002,puebla,noviembre,3438.0
2002,puebla,octubre,3742.0
2002,puebla,septiembre,3609.0
2002,queretaro,abril,1185.0
2002,queretaro,agosto,1152.0
2002,queretaro,diciembre,1233.0
2002,queretaro,enero,1170.0
2002,queretaro,febrero,1101.0
2002,queretaro,julio,1106.0
2002,queretaro,junio,1139.0
2002,queretaro,marzo,1207.0
2002,queretaro,mayo,1139.0
2002,queretaro,noviembre,1158.0
2002,queretaro,octubre,1300.0
2002,queretaro,septiembre,1185.0
2002,quintana roo,abril,1463.0
2002,quintana roo,agosto,1458.0
2002,quintana roo,diciembre,1447.0
2002,quintana roo,enero,1429.0
2002,quintana roo,febrero,1247.0
2002,quintana roo,julio,1471.0
2002,quintana roo,junio,1337.0
2002,quintana roo,marzo,1367.0
2002,quintana roo,mayo,1415.0
2002,quintana roo,noviembre,1366.0
2002,quintana roo,octubre,1597.0
2002,quintana roo,septiembre,1413.0
2002,san luis potosi,abril,1886.0
2002,san luis potosi,agosto,1848.0
2002,san luis potosi,diciembre,1716.0
2002,san luis potosi,enero,2201.0
2002,san luis potosi,febrero,1624.0
2002,san luis potosi,julio,1894.0
2002,san luis potosi,junio,1619.0
2002,san luis potosi,marzo,1734.0
2002,san luis potosi,mayo,2036.0
2002,san luis potosi,noviembre,1688.0
2002,san luis potosi,octubre,1942.0
2002,san luis potosi,septiembre,1956.0
2002,sinaloa,abril,1309.0
2002,sinaloa,agosto,1281.0
2002,sinaloa,diciembre,993.0
2002,sinaloa,enero,1290.0
2002,sinaloa,febrero,1217.0
2002,sinaloa,julio,1254.0
2002,sinaloa,junio,1063.0
2002,sinaloa,marzo,1371.0
2002,sinaloa,mayo,1315.0
2002,sinaloa,noviembre,1121.0
2002,sinaloa,octubre,1242.0
2002,sinaloa,septiembre,1182.0
2002,sonora,abril,1102.0
2002,sonora,agosto,783.0
2002,sonora,diciembre,1252.0
2002,sonora,enero,784.0
2002,sonora,febrero,1011.0
2002,sonora,julio,672.0
2002,sonora,junio,1002.0
2002,sonora,marzo,841.0
2002,sonora,mayo,1101.0
2002,sonora,noviembre,985.0
2002,sonora,octubre,1249.0
2002,sonora,septiembre,939.0
2002,tabasco,abril,1819.0
2002,tabasco,agosto,1667.0
2002,tabasco,diciembre,1537.0
2002,tabasco,enero,1564.0
2002,tabasco,febrero,1278.0
2002,tabasco,julio,1758.0
2002,tabasco,junio,1615.0
2002,tabasco,marzo,1614.0
2002,tabasco,mayo,1834.0
2002,tabasco,noviembre,1361.0
2002,tabasco,octubre,1810.0
2002,tabasco,septiembre,1584.0
2002,tamaulipas,abril,2375.0
2002,tamaulipas,agosto,2387.0
2002,tamaulipas,diciembre,2256.0
2002,tamaulipas,enero,2342.0
2002,tamaulipas,febrero,2214.0
2002,tamaulipas,julio,2254.0
2002,tamaulipas,junio,2338.0
2002,tamaulipas,marzo,2406.0
2002,tamaulipas,mayo,2381.0
2002,tamaulipas,noviembre,2205.0
2002,tamaulipas,octubre,2712.0
2002,tamaulipas,septiembre,2360.0
2002,tlaxcala,abril,315.0
2002,tlaxcala,agosto,351.0
2002,tlaxcala,diciembre,255.0
2002,tlaxcala,enero,275.0
2002,tlaxcala,febrero,274.0
2002,tlaxcala,julio,308.0
2002,tlaxcala,junio,281.0
2002,tlaxcala,marzo,318.0
2002,tlaxcala,mayo,290.0
2002,tlaxcala,noviembre,352.0
2002,tlaxcala,octubre,343.0
2002,tlaxcala,septiembre,294.0
2002,veracruz,abril,3601.0
2002,veracruz,agosto,3156.0
2002,veracruz,diciembre,3145.0
2002,veracruz,enero,2922.0
2002,veracruz,febrero,2886.0
2002,veracruz,julio,3431.0
2002,veracruz,junio,3270.0
2002,veracruz,marzo,3398.0
2002,veracruz,mayo,3655.0
2002,veracruz,noviembre,3131.0
2002,veracruz,octubre,3337.0
2002,veracruz,septiembre,3292.0
2002,yucatan,abril,1740.0
2002,yucatan,agosto,1727.0
2002,yucatan,diciembre,1780.0
2002,yucatan,enero,1498.0
2002,yucatan,febrero,1320.0
2002,yucatan,julio,1814.0
2002,yucatan,junio,1684.0
2002,yucatan,marzo,1551.0
2002,yucatan,mayo,1820.0
2002,yucatan,noviembre,1586.0
2002,yucatan,octubre,1846.0
2002,yucatan,septiembre,1396.0
2002,zacatecas,abril,930.0
2002,zacatecas,agosto,853.0
2002,zacatecas,diciembre,739.0
2002,zacatecas,enero,787.0
2002,zacatecas,febrero,721.0
2002,zacatecas,julio,814.0
2002,zacatecas,junio,858.0
2002,zacatecas,marzo,816.0
2002,zacatecas,mayo,896.0
2002,zacatecas,noviembre,767.0
2002,zacatecas,octubre,886.0
2002,zacatecas,septiembre,944.0
2003,aguascalientes,abril,586.0
2003,aguascalientes,agosto,821.0
2003,aguascalientes,diciembre,640.0
2003,aguascalientes,enero,630.0
2003,aguascalientes,febrero,572.0
2003,aguascalientes,julio,699.0
2003,aguascalientes,junio,680.0
2003,aguascalientes,marzo,618.0
2003,aguascalientes,mayo,630.0
2003,aguascalientes,noviembre,645.0
2003,aguascalientes,octubre,726.0
2003,aguascalientes,septiembre,760.0
2003,baja california,abril,5165.0
2003,baja california,agosto,5673.0
2003,baja california,diciembre,6148.0
2003,baja california,enero,6011.0
2003,baja california,febrero,5656.0
2003,baja california,julio,5831.0
2003,baja california,junio,5478.0
2003,baja california,marzo,5818.0
2003,baja california,mayo,5644.0
2003,baja california,noviembre,5838.0
2003,baja california,octubre,6122.0
2003,baja california,septiembre,5578.0
2003,baja california sur,abril,802.0
2003,baja california sur,agosto,579.0
2003,baja california sur,diciembre,764.0
2003,baja california sur,enero,878.0
2003,baja california sur,febrero,680.0
2003,baja california sur,julio,736.0
2003,baja california sur,junio,735.0
2003,baja california sur,marzo,744.0
2003,baja california sur,mayo,759.0
2003,baja california sur,noviembre,645.0
2003,baja california sur,octubre,787.0
2003,baja california sur,septiembre,711.0
2003,campeche,abril,103.0
2003,campeche,agosto,87.0
2003,campeche,diciembre,50.0
2003,campeche,enero,105.0
2003,campeche,febrero,103.0
2003,campeche,julio,91.0
2003,campeche,junio,88.0
2003,campeche,marzo,111.0
2003,campeche,mayo,80.0
2003,campeche,noviembre,71.0
2003,campeche,octubre,81.0
2003,campeche,septiembre,68.0
2003,chiapas,abril,1850.0
2003,chiapas,agosto,1745.0
2003,chiapas,diciembre,1566.0
2003,chiapas,enero,1793.0
2003,chiapas,febrero,1617.0
2003,chiapas,julio,1715.0
2003,chiapas,junio,1683.0
2003,chiapas,marzo,1812.0
2003,chiapas,mayo,1763.0
2003,chiapas,noviembre,1707.0
2003,chiapas,octubre,1636.0
2003,chiapas,septiembre,1700.0
2003,chihuahua,abril,3594.0
2003,chihuahua,agosto,3602.0
2003,chihuahua,diciembre,3367.0
2003,chihuahua,enero,3277.0
2003,chihuahua,febrero,3045.0
2003,chihuahua,julio,3792.0
2003,chihuahua,junio,3849.0
2003,chihuahua,marzo,3378.0
2003,chihuahua,mayo,3942.0
2003,chihuahua,noviembre,3084.0
2003,chihuahua,octubre,3421.0
2003,chihuahua,septiembre,3435.0
2003,ciudad de mexico,abril,11662.0
2003,ciudad de mexico,agosto,11559.0
2003,ciudad de mexico,diciembre,10759.0
2003,ciudad de mexico,enero,11515.0
2003,ciudad de mexico,febrero,11325.0
2003,ciudad de mexico,julio,11953.0
2003,ciudad de mexico,junio,11600.0
2003,ciudad de mexico,marzo,12620.0
2003,ciudad de mexico,mayo,12145.0
2003,ciudad de mexico,noviembre,11036.0
2003,ciudad de mexico,octubre,12249.0
2003,ciudad de mexico,septiembre,11940.0
2003,coahuila,abril,1320.0
2003,coahuila,agosto,1751.0
2003,coahuila,diciembre,1445.0
2003,coahuila,enero,1264.0
2003,coahuila,febrero,1217.0
2003,coahuila,julio,1389.0
2003,coahuila,junio,1485.0
2003,coahuila,marzo,1945.0
2003,coahuila,mayo,1899.0
2003,coahuila,noviembre,2075.0
2003,coahuila,octubre,1529.0
2003,coahuila,septiembre,1377.0
2003,colima,abril,220.0
2003,colima,agosto,222.0
2003,colima,diciembre,210.0
2003,colima,enero,187.0
2003,colima,febrero,196.0
2003,colima,julio,210.0
2003,colima,junio,238.0
2003,colima,marzo,237.0
2003,colima,mayo,242.0
2003,colima,noviembre,256.0
2003,colima,octubre,282.0
2003,colima,septiembre,231.0
2003,durango,abril,804.0
2003,durango,agosto,644.0
2003,durango,diciembre,461.0
2003,durango,enero,656.0
2003,durango,febrero,660.0
2003,durango,julio,747.0
2003,durango,junio,624.0
2003,durango,marzo,804.0
2003,durango,mayo,875.0
2003,durango,noviembre,508.0
2003,durango,octubre,615.0
2003,durango,septiembre,711.0
2003,guanajuato,abril,3294.0
2003,guanajuato,agosto,3374.0
2003,guanajuato,diciembre,3605.0
2003,guanajuato,enero,3434.0
2003,guanajuato,febrero,3408.0
2003,guanajuato,julio,3469.0
2003,guanajuato,junio,3472.0
2003,guanajuato,marzo,3677.0
2003,guanajuato,mayo,3649.0
2003,guanajuato,noviembre,3473.0
2003,guanajuato,octubre,3730.0
2003,guanajuato,septiembre,3662.0
2003,guerrero,abril,1352.0
2003,guerrero,agosto,972.0
2003,guerrero,diciembre,933.0
2003,guerrero,enero,1361.0
2003,guerrero,febrero,1292.0
2003,guerrero,julio,1102.0
2003,guerrero,junio,1253.0
2003,guerrero,marzo,1481.0
2003,guerrero,mayo,1412.0
2003,guerrero,noviembre,889.0
2003,guerrero,octubre,985.0
2003,guerrero,septiembre,972.0
2003,hidalgo,abril,1219.0
2003,hidalgo,agosto,1333.0
2003,hidalgo,diciembre,1228.0
2003,hidalgo,enero,1063.0
2003,hidalgo,febrero,1078.0
2003,hidalgo,julio,1328.0
2003,hidalgo,junio,1325.0
2003,hidalgo,marzo,1174.0
2003,hidalgo,mayo,1157.0
2003,hidalgo,noviembre,1373.0
2003,hidalgo,octubre,1232.0
2003,hidalgo,septiembre,1436.0
2003,jalisco,abril,4734.0
2003,jalisco,agosto,4880.0
2003,jalisco,diciembre,4317.0
2003,jalisco,enero,5106.0
2003,jalisco,febrero,4798.0
2003,jalisco,julio,5173.0
2003,jalisco,junio,4831.0
2003,jalisco,marzo,5001.0
2003,jalisco,mayo,4952.0
2003,jalisco,noviembre,4669.0
2003,jalisco,octubre,5103.0
2003,jalisco,septiembre,4931.0
2003,mexico,abril,12073.0
2003,mexico,agosto,12447.0
2003,mexico,diciembre,11709.0
2003,mexico,enero,11922.0
2003,mexico,febrero,11661.0
2003,mexico,julio,12877.0
2003,mexico,junio,12424.0
2003,mexico,marzo,11405.0
2003,mexico,mayo,13281.0
2003,mexico,noviembre,11750.0
2003,mexico,octubre,13031.0
2003,mexico,septiembre,12514.0
2003,michoacan,abril,1616.0
2003,michoacan,agosto,1617.0
2003,michoacan,diciembre,1740.0
2003,michoacan,enero,1437.0
2003,michoacan,febrero,1554.0
2003,michoacan,julio,1654.0
2003,michoacan,junio,1684.0
2003,michoacan,marzo,1659.0
2003,michoacan,mayo,1684.0
2003,michoacan,noviembre,1697.0
2003,michoacan,octubre,1874.0
2003,michoacan,septiembre,1705.0
2003,morelos,abril,1333.0
2003,morelos,agosto,1546.0
2003,morelos,diciembre,1382.0
2003,morelos,enero,1313.0
2003,morelos,febrero,1259.0
2003,morelos,julio,1378.0
2003,morelos,junio,1406.0
2003,morelos,marzo,1488.0
2003,morelos,mayo,1443.0
2003,morelos,noviembre,1369.0
2003,morelos,octubre,1654.0
2003,morelos,septiembre,1466.0
2003,nayarit,abril,263.0
2003,nayarit,agosto,258.0
2003,nayarit,diciembre,166.0
2003,nayarit,enero,248.0
2003,nayarit,febrero,283.0
2003,nayarit,julio,304.0
2003,nayarit,junio,532.0
2003,nayarit,marzo,313.0
2003,nayarit,mayo,295.0
2003,nayarit,noviembre,250.0
2003,nayarit,octubre,288.0
2003,nayarit,septiembre,263.0
2003,nuevo leon,abril,3678.0
2003,nuevo leon,agosto,3685.0
2003,nuevo leon,diciembre,3357.0
2003,nuevo leon,enero,3565.0
2003,nuevo leon,febrero,3426.0
2003,nuevo leon,julio,3746.0
2003,nuevo leon,junio,3922.0
2003,nuevo leon,marzo,3849.0
2003,nuevo leon,mayo,3889.0
2003,nuevo leon,noviembre,3538.0
2003,nuevo leon,octubre,3809.0
2003,nuevo leon,septiembre,3453.0
2003,oaxaca,abril,2009.0
2003,oaxaca,agosto,1984.0
2003,oaxaca,diciembre,1800.0
2003,oaxaca,enero,1785.0
2003,oaxaca,febrero,1720.0
2003,oaxaca,julio,2056.0
2003,oaxaca,junio,1969.0
2003,oaxaca,marzo,2093.0
2003,oaxaca,mayo,2067.0
2003,oaxaca,noviembre,1685.0
2003,oaxaca,octubre,1929.0
2003,oaxaca,septiembre,2001.0
2003,puebla,abril,3520.0
2003,puebla,agosto,3414.0
2003,puebla,diciembre,4550.0
2003,puebla,enero,3247.0
2003,puebla,febrero,3386.0
2003,puebla,julio,3193.0
2003,puebla,junio,3440.0
2003,puebla,marzo,3666.0
2003,puebla,mayo,3929.0
2003,puebla,noviembre,3595.0
2003,puebla,octubre,3826.0
2003,puebla,septiembre,3915.0
2003,queretaro,abril,1145.0
2003,queretaro,agosto,1106.0
2003,queretaro,diciembre,1279.0
2003,queretaro,enero,1036.0
2003,queretaro,febrero,1063.0
2003,queretaro,julio,1210.0
2003,queretaro,junio,1383.0
2003,queretaro,marzo,1153.0
2003,queretaro,mayo,1232.0
2003,queretaro,noviembre,1262.0
2003,queretaro,octubre,1388.0
2003,queretaro,septiembre,1204.0
2003,quintana roo,abril,1470.0
2003,quintana roo,agosto,1537.0
2003,quintana roo,diciembre,1323.0
2003,quintana roo,enero,1323.0
2003,quintana roo,febrero,1425.0
2003,quintana roo,julio,1561.0
2003,quintana roo,junio,1501.0
2003,quintana roo,marzo,1636.0
2003,quintana roo,mayo,1552.0
2003,quintana roo,noviembre,1476.0
2003,quintana roo,octubre,1715.0
2003,quintana roo,septiembre,1604.0
2003,san luis potosi,abril,1849.0
2003,san luis potosi,agosto,2052.0
2003,san luis potosi,diciembre,2048.0
2003,san luis potosi,enero,1796.0
2003,san luis potosi,febrero,1573.0
2003,san luis potosi,julio,2315.0
2003,san luis potosi,junio,1940.0
2003,san luis potosi,marzo,1870.0
2003,san luis potosi,mayo,1668.0
2003,san luis potosi,noviembre,2211.0
2003,san luis potosi,octubre,2244.0
2003,san luis potosi,septiembre,2437.0
2003,sinaloa,abril,1267.0
2003,sinaloa,agosto,1421.0
2003,sinaloa,diciembre,1207.0
2003,sinaloa,enero,1265.0
2003,sinaloa,febrero,1152.0
2003,sinaloa,julio,1425.0
2003,sinaloa,junio,1047.0
2003,sinaloa,marzo,1340.0
2003,sinaloa,mayo,1253.0
2003,sinaloa,noviembre,1142.0
2003,sinaloa,octubre,1341.0
2003,sinaloa,septiembre,1393.0
2003,sonora,abril,855.0
2003,sonora,agosto,723.0
2003,sonora,diciembre,864.0
2003,sonora,enero,759.0
2003,sonora,febrero,842.0
2003,sonora,julio,758.0
2003,sonora,junio,920.0
2003,sonora,marzo,928.0
2003,sonora,mayo,903.0
2003,sonora,noviembre,866.0
2003,sonora,octubre,1068.0
2003,sonora,septiembre,943.0
2003,tabasco,abril,1657.0
2003,tabasco,agosto,1680.0
2003,tabasco,diciembre,1527.0
2003,tabasco,enero,1462.0
2003,tabasco,febrero,1523.0
2003,tabasco,julio,1799.0
2003,tabasco,junio,1781.0
2003,tabasco,marzo,1741.0
2003,tabasco,mayo,1774.0
2003,tabasco,noviembre,1551.0
2003,tabasco,octubre,1708.0
2003,tabasco,septiembre,1719.0
2003,tamaulipas,abril,2454.0
2003,tamaulipas,agosto,2645.0
2003,tamaulipas,diciembre,2866.0
2003,tamaulipas,enero,2093.0
2003,tamaulipas,febrero,2154.0
2003,tamaulipas,julio,2749.0
2003,tamaulipas,junio,2742.0
2003,tamaulipas,marzo,2501.0
2003,tamaulipas,mayo,2631.0
2003,tamaulipas,noviembre,2516.0
2003,tamaulipas,octubre,2691.0
2003,tamaulipas,septiembre,2749.0
2003,tlaxcala,abril,260.0
2003,tlaxcala,agosto,268.0
2003,tlaxcala,diciembre,258.0
2003,tlaxcala,enero,294.0
2003,tlaxcala,febrero,284.0
2003,tlaxcala,julio,242.0
2003,tlaxcala,junio,249.0
2003,tlaxcala,marzo,321.0
2003,tlaxcala,mayo,274.0
2003,tlaxcala,noviembre,295.0
2003,tlaxcala,octubre,254.0
2003,tlaxcala,septiembre,282.0
2003,veracruz,abril,3697.0
2003,veracruz,agosto,3565.0
2003,veracruz,diciembre,3360.0
2003,veracruz,enero,2898.0
2003,veracruz,febrero,3085.0
2003,veracruz,julio,3592.0
2003,veracruz,junio,3720.0
2003,veracruz,marzo,3730.0
2003,veracruz,mayo,3760.0
2003,veracruz,noviembre,3478.0
2003,veracruz,octubre,3815.0
2003,veracruz,septiembre,3688.0
2003,yucatan,abril,1879.0
2003,yucatan,agosto,1958.0
2003,yucatan,diciembre,1762.0
2003,yucatan,enero,1816.0
2003,yucatan,febrero,1743.0
2003,yucatan,julio,1848.0
2003,yucatan,junio,1901.0
2003,yucatan,marzo,2023.0
2003,yucatan,mayo,2170.0
2003,yucatan,noviembre,1849.0
2003,yucatan,octubre,1870.0
2003,yucatan,septiembre,1950.0
2003,zacatecas,abril,889.0
2003,zacatecas,agosto,780.0
2003,zacatecas,diciembre,918.0
2003,zacatecas,enero,837.0
2003,zacatecas,febrero,772.0
2003,zacatecas,julio,795.0
2003,zacatecas,junio,885.0
2003,zacatecas,marzo,854.0
2003,zacatecas,mayo,891.0
2003,zacatecas,noviembre,897.0
2003,zacatecas,octubre,932.0
2003,zacatecas,septiembre,917.0
2004,aguascalientes,abril,718.0
2004,aguascalientes,agosto,743.0
2004,aguascalientes,diciembre,583.0
2004,aguascalientes,enero,617.0
2004,aguascalientes,febrero,823.0
2004,aguascalientes,julio,617.0
2004,aguascalientes,junio,657.0
2004,aguascalientes,marzo,790.0
2004,aguascalientes,mayo,694.0
2004,aguascalientes,noviembre,567.0
2004,aguascalientes,octubre,631.0
2004,aguascalientes,septiembre,590.0
2004,baja california,abril,6266.0
2004,baja california,agosto,6564.0
2004,baja california,diciembre,7015.0
2004,baja california,enero,6139.0
2004,baja california,febrero,6111.0
2004,baja california,julio,6693.0
2004,baja california,junio,6405.0
2004,baja california,marzo,6903.0
2004,baja california,mayo,6876.0
2004,baja california,noviembre,7281.0
2004,baja california,octubre,7038.0
2004,baja california,septiembre,6821.0
2004,baja california sur,abril,736.0
2004,baja california sur,agosto,865.0
2004,baja california sur,diciembre,706.0
2004,baja california sur,enero,742.0
2004,baja california sur,febrero,687.0
2004,baja california sur,julio,809.0
2004,baja california sur,junio,864.0
2004,baja california sur,marzo,854.0
2004,baja california sur,mayo,845.0
2004,baja california sur,noviembre,891.0
2004,baja california sur,octubre,829.0
2004,baja california sur,septiembre,849.0
2004,campeche,abril,84.0
2004,campeche,agosto,72.0
2004,campeche,diciembre,41.0
2004,campeche,enero,72.0
2004,campeche,febrero,67.0
2004,campeche,julio,74.0
2004,campeche,junio,89.0
2004,campeche,marzo,85.0
2004,campeche,mayo,72.0
2004,campeche,noviembre,50.0
2004,campeche,octubre,55.0
2004,campeche,septiembre,61.0
2004,chiapas,abril,1811.0
2004,chiapas,agosto,1844.0
2004,chiapas,diciembre,1473.0
2004,chiapas,enero,1611.0
2004,chiapas,febrero,1579.0
2004,chiapas,julio,1748.0
2004,chiapas,junio,1855.0
2004,chiapas,marzo,2001.0
2004,chiapas,mayo,1972.0
2004,chiapas,noviembre,1622.0
2004,chiapas,octubre,1800.0
2004,chiapas,septiembre,1679.0
2004,chihuahua,abril,3075.0
2004,chihuahua,agosto,4075.0
2004,chihuahua,diciembre,4160.0
2004,chihuahua,enero,3208.0
2004,chihuahua,febrero,3127.0
2004,chihuahua,julio,3754.0
2004,chihuahua,junio,3341.0
2004,chihuahua,marzo,3453.0
2004,chihuahua,mayo,3457.0
2004,chihuahua,noviembre,4015.0
2004,chihuahua,octubre,4038.0
2004,chihuahua,septiembre,3961.0
2004,ciudad de mexico,abril,10527.0
2004,ciudad de mexico,agosto,10987.0
2004,ciudad de mexico,diciembre,10692.0
2004,ciudad de mexico,enero,10698.0
2004,ciudad de mexico,febrero,10674.0
2004,ciudad de mexico,julio,10756.0
2004,ciudad de mexico,junio,10910.0
2004,ciudad de mexico,marzo,11749.0
2004,ciudad de mexico,mayo,11212.0
2004,ciudad de mexico,noviembre,11197.0
2004,ciudad de mexico,octubre,11893.0
2004,ciudad de mexico,septiembre,11372.0
2004,coahuila,abril,1546.0
2004,coahuila,agosto,1546.0
2004,coahuila,diciembre,1127.0
2004,coahuila,enero,1502.0
2004,coahuila,febrero,1770.0
2004,coahuila,julio,1456.0
2004,coahuila,junio,1642.0
2004,coahuila,marzo,2268.0
2004,coahuila,mayo,2182.0
2004,coahuila,noviembre,1622.0
2004,coahuila,octubre,1390.0
2004,coahuila,septiembre,1515.0
2004,colima,abril,369.0
2004,colima,agosto,415.0
2004,colima,diciembre,369.0
2004,colima,enero,197.0
2004,colima,febrero,236.0
2004,colima,julio,303.0
2004,colima,junio,318.0
2004,colima,marzo,299.0
2004,colima,mayo,329.0
2004,colima,noviembre,367.0
2004,colima,octubre,419.0
2004,colima,septiembre,389.0
2004,durango,abril,543.0
2004,durango,agosto,1006.0
2004,durango,diciembre,813.0
2004,durango,enero,474.0
2004,durango,febrero,686.0
2004,durango,julio,874.0
2004,durango,junio,737.0
2004,durango,marzo,555.0
2004,durango,mayo,640.0
2004,durango,noviembre,922.0
2004,durango,octubre,975.0
2004,durango,septiembre,1071.0
2004,guanajuato,abril,3455.0
2004,guanajuato,agosto,3852.0
2004,guanajuato,diciembre,4172.0
2004,guanajuato,enero,3548.0
2004,guanajuato,febrero,3655.0
2004,guanajuato,julio,3800.0
2004,guanajuato,junio,3626.0
2004,guanajuato,marzo,3976.0
2004,guanajuato,mayo,3787.0
2004,guanajuato,noviembre,3843.0
2004,guanajuato,octubre,4282.0
2004,guanajuato,septiembre,3890.0
2004,guerrero,abril,981.0
2004,guerrero,agosto,978.0
2004,guerrero,diciembre,886.0
2004,guerrero,enero,994.0
2004,guerrero,febrero,1028.0
2004,guerrero,julio,1059.0
2004,guerrero,junio,937.0
2004,guerrero,marzo,1073.0
2004,guerrero,mayo,1045.0
2004,guerrero,noviembre,939.0
2004,guerrero,octubre,992.0
2004,guerrero,septiembre,925.0
2004,hidalgo,abril,1430.0
2004,hidalgo,agosto,1458.0
2004,hidalgo,diciembre,1445.0
2004,hidalgo,enero,1140.0
2004,hidalgo,febrero,1379.0
2004,hidalgo,julio,1292.0
2004,hidalgo,junio,1341.0
2004,hidalgo,marzo,1425.0
2004,hidalgo,mayo,1331.0
2004,hidalgo,noviembre,1463.0
2004,hidalgo,octubre,1494.0
2004,hidalgo,septiembre,1429.0
2004,jalisco,abril,4110.0
2004,jalisco,agosto,4399.0
2004,jalisco,diciembre,3787.0
2004,jalisco,enero,4409.0
2004,jalisco,febrero,4013.0
2004,jalisco,julio,4244.0
2004,jalisco,junio,3949.0
2004,jalisco,marzo,4952.0
2004,jalisco,mayo,4202.0
2004,jalisco,noviembre,3944.0
2004,jalisco,octubre,4095.0
2004,jalisco,septiembre,4089.0
2004,mexico,abril,11688.0
2004,mexico,agosto,11859.0
2004,mexico,diciembre,11491.0
2004,mexico,enero,11075.0
2004,mexico,febrero,10865.0
2004,mexico,julio,11993.0
2004,mexico,junio,12093.0
2004,mexico,marzo,12410.0
2004,mexico,mayo,12254.0
2004,mexico,noviembre,12380.0
2004,mexico,octubre,12887.0
2004,mexico,septiembre,12149.0
2004,michoacan,abril,1765.0
2004,michoacan,agosto,1532.0
2004,michoacan,diciembre,1666.0
2004,michoacan,enero,1550.0
2004,michoacan,febrero,1608.0
2004,michoacan,julio,1499.0
2004,michoacan,junio,1829.0
2004,michoacan,marzo,1808.0
2004,michoacan,mayo,1772.0
2004,michoacan,noviembre,1596.0
2004,michoacan,octubre,1711.0
2004,michoacan,septiembre,1455.0
2004,morelos,abril,1621.0
2004,morelos,agosto,1714.0
2004,morelos,diciembre,1652.0
2004,morelos,enero,1459.0
2004,morelos,febrero,1496.0
2004,morelos,julio,1524.0
2004,morelos,junio,1617.0
2004,morelos,marzo,1668.0
2004,morelos,mayo,1479.0
2004,morelos,noviembre,1737.0
2004,morelos,octubre,1672.0
2004,morelos,septiembre,1713.0
2004,nayarit,abril,206.0
2004,nayarit,agosto,174.0
2004,nayarit,diciembre,132.0
2004,nayarit,enero,235.0
2004,nayarit,febrero,241.0
2004,nayarit,julio,216.0
2004,nayarit,junio,248.0
2004,nayarit,marzo,287.0
2004,nayarit,mayo,234.0
2004,nayarit,noviembre,189.0
2004,nayarit,octubre,184.0
2004,nayarit,septiembre,195.0
2004,nuevo leon,abril,3497.0
2004,nuevo leon,agosto,3550.0
2004,nuevo leon,diciembre,2778.0
2004,nuevo leon,enero,3470.0
2004,nuevo leon,febrero,3450.0
2004,nuevo leon,julio,3660.0
